"Stage","Session Number","Session Heading (Topic)","Slide Number","Slide Title","Slide Bullet Point","SVG Image Making Plan"
"","","","","","Export reports and transaction logs.",""
"","60","Testing, Commissioning & AMC","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","60","Testing, Commissioning & AMC","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","60","Testing, Commissioning & AMC","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","60","Testing, Commissioning & AMC","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","60","Testing, Commissioning & AMC","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","61","Customer Support & Sales/Negotiation","1","Introduction to Customer Support & Sales/Negotiation","Learn what Customer Support & Sales/Negotiation is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","61","Customer Support & Sales/Negotiation","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","61","Customer Support & Sales/Negotiation","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","61","Customer Support & Sales/Negotiation","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","61","Customer Support & Sales/Negotiation","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
"","","","","","Create user accounts and adjust system privileges.",""
"","","","","","Export reports and transaction logs.",""
"","61","Customer Support & Sales/Negotiation","6","System Testing & Sign-off","Verify that all sensors trigger alarms correctly.","Inspection checklist card with test points and pass/fail boxes."
"","","","","","Test emergency override buttons and fire cutoffs.",""
"","","","","","Check if notifications are sent on faults.",""
"","61","Customer Support & Sales/Negotiation","7","Installation Best Practices","Mount controllers in locked weatherproof boxes.","Installation blueprint showing secure box mounts and conduit routing."
"","","","","","Run wires in conduits to prevent damage.",""
"","","","","","Follow local standards for safe mounting heights.",""
"","61","Customer Support & Sales/Negotiation","8","Advanced Logic & Integration","Connect the fire alarm relay for automatic door releases.","Integration blueprint showing fire panel relay linking to access controller."
"","","","","","Link cameras to record video on alarm triggers.",""
"","","","","","Configure custom scene automation.",""
"","61","Customer Support & Sales/Negotiation","9","Troubleshooting Common Errors","Diagnose loose wiring joints at sensor terminals.","Fault finding flow matching error signs to easy check points."
"","","","","","Fix power drops by checking power lines.",""
"","","","","","Clear system error codes using backup resets.",""
"","61","Customer Support & Sales/Negotiation","10","Hands-On Lab Activity","Wire a basic controller to a lock or sensor.","Lab workspace layout showing wired board, laptop, and multimeter."
"","","","","","Program the system using the management software.",""
"","","","","","Perform safety tests and extract diagnostic logs.",""
"","62","Digital Marketing & Business Automation","1","Introduction to Digital Marketing & Business Automation","Learn what Digital Marketing & Business Automation is and why it is used.","Block diagram showing input sensors, main panel, and output control paths."
"","","","","","Understand the main parts of this system.",""
"","","","","","See how it improves safety and convenience.",""
"","62","Digital Marketing & Business Automation","2","Key Hardware Components","Identify the main controllers, sensors, and locks.","Visual component layout with labels for controller board, locks, and sensors."
"","","","","","Select the right hardware for different entry paths.",""
"","","","","","Configure device wiring loops safely.",""
"","62","Digital Marketing & Business Automation","3","How the System Operates","Follow the signal path from input to trigger.","Sequence flowchart showing sensor trigger, relay action, and device response."
"","","","","","Understand how relays control power lines.",""
"","","","","","Configure simple automation schedules.",""
"","62","Digital Marketing & Business Automation","4","Wiring & Connection Rules","Learn safe wiring paths for sensors and power.","Circuit wiring diagram showing NO/NC contact loops and resistors."
"","","","","","Understand Normally Open (NO) and Normally Closed (NC) circuits.",""
"","","","","","Use the correct cable type for system signals.",""
"","62","Digital Marketing & Business Automation","5","Software Setup & Config","Add new devices to the management software.","Software dashboard simulation showing device lists and settings menus."
